year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,6,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",73,9,5.5,0,1.07,0,2.44,0,0,664,239,0,39,0,386
2024,6,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",95,41,14.96,2.26,11.41,0,12.37,2,0,3232,685,260,389,0,1898
2024,6,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",75,14,6.85,1,1.77,0,4.37,2,0,1297,807,23,70,0,397
2024,6,YV,Mesa Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",21,4,1.88,1,0.12,0,1,0,0,157,50,25,3,0,79
2024,6,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",83,27,15.15,0.43,2.23,0,9.19,2,0,1972,939,9,147,0,877
2024,6,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",36,5,3.36,0,1.01,0,0.64,0,0,510,295,0,23,0,192
2024,6,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",20,5,3,1,1,0,0,0,0,246,196,23,27,0,0
2024,6,YV,Mesa Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",19,6,2.91,0,3.09,0,0,0,1,159,79,0,80,0,0
2024,6,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",59,13,6.08,1.94,0.4,0,4.57,0,0,606,232,137,20,0,217
2024,6,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",76,12,7.01,0,2.08,0,2.9,0,0,1495,500,0,110,0,885
2024,6,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",120,23,10.9,1.39,4.51,0,6.19,1,0,2566,766,236,197,0,1367
2024,6,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",80,11,7.32,0,1.43,0,2.26,0,0,736,379,0,40,0,317
2024,6,YV,Mesa Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",115,39,13.24,2.97,3.11,0,19.68,3,0,4832,1212,173,299,0,3148
2024,6,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",130,34,13.25,2.36,4.39,0,14,0,0,1836,526,131,137,0,1042
2024,6,YV,Mesa Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",179,63,28.59,3.46,14.47,0,16.48,3,2,4722,1917,377,676,0,1752
2024,6,YV,Mesa Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",10,1,1,0,0,0,0,0,0,22,22,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",28,8,3.94,0.41,2.22,0,1.43,1,0,411,198,13,65,0,135
2024,6,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",115,20,6.52,1.29,4.98,0,7.21,2,0,1721,296,122,230,0,1073
2024,6,YV,Mesa Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",89,42,15.07,1.32,6.58,0,19.03,1,0,4216,1549,92,296,0,2279
2024,6,YV,Mesa Airlines Inc.,ELP,"El Paso, TX: El Paso International",149,54,21.41,1.92,9.86,0,20.81,3,0,5280,1462,201,369,0,3248
2024,6,YV,Mesa Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",18,5,0.47,0,1.73,0,2.8,1,0,242,25,0,57,0,160
2024,6,YV,Mesa Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",2,1,0.79,0,0,0,0.21,0,0,77,61,0,0,0,16
2024,6,YV,Mesa Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",32,8,2.63,1.51,0.28,0,3.58,0,0,571,129,103,15,0,324
2024,6,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1113,150,42.15,6.47,33.69,0,67.69,7,1,13544,3924,600,1595,0,7425
2024,6,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2920,645,199.72,32.28,160.61,0,252.39,65,34,67412,18870,8741,9104,0,30697
2024,6,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",31,7,4.72,0,0.59,0,1.69,1,0,480,304,0,35,0,141
2024,6,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",30,6,0.62,0,3,0,2.38,1,0,346,48,0,78,0,220
2024,6,YV,Mesa Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",54,17,4.51,0.54,0.2,0,11.76,0,0,2317,423,90,17,0,1787
2024,6,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",19,4,1,1,2,0,0,0,1,298,40,72,186,0,0
2024,6,YV,Mesa Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",84,34,10.82,0.2,4.58,0,18.4,0,0,2586,824,80,175,0,1507
2024,6,YV,Mesa Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",141,29,15.02,1.87,4.47,0,7.64,3,1,1785,866,124,278,0,517
2024,6,YV,Mesa Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",140,27,13.25,0.6,4.64,0,8.51,2,0,3334,1600,90,174,0,1470
2024,6,YV,Mesa Airlines Inc.,MEM,"Memphis, TN: Memphis International",109,33,12.46,0.43,4.02,0,16.1,5,0,2505,639,80,255,0,1531
2024,6,YV,Mesa Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",90,25,10.97,0.68,6.46,0,6.88,2,0,1497,723,50,213,0,511
2024,6,YV,Mesa Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",30,11,5.68,0,1.72,0,3.6,1,0,821,499,0,70,0,252
2024,6,YV,Mesa Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",79,30,11.7,0.83,3.47,0,13.99,3,2,1802,565,54,150,0,1033
2024,6,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",112,30,13.33,2.32,10.82,0,3.53,0,1,2413,964,309,638,0,502
2024,6,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",29,6,4.16,0,0.07,0,1.77,0,0,321,187,0,4,0,130
2024,6,YV,Mesa Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",93,27,14.12,0,2.47,0,10.4,2,1,2078,918,0,130,0,1030
2024,6,YV,Mesa Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",57,14,6.56,0,2.3,0,5.15,3,0,796,394,0,102,0,300
2024,6,YV,Mesa Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",69,8,6.43,0,0.17,0,1.4,0,0,562,341,0,6,0,215
2024,6,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",8,3,1.09,0.81,0,0,1.1,0,0,1964,199,794,0,0,971
2024,6,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,24,11.67,1.97,4.6,0,5.77,1,0,1366,578,66,193,0,529
2024,6,YV,Mesa Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",125,19,8.73,1,4.91,0,4.36,0,0,1191,382,21,113,0,675
2024,6,YV,Mesa Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",11,3,2.81,0,0.19,0,0,0,0,242,238,0,4,0,0
2024,6,YV,Mesa Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",30,6,4.43,0,1.22,0,0.35,0,0,467,420,0,30,0,17
2024,6,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",97,14,9.19,1,1.51,0,2.3,1,1,589,324,62,45,0,158
2024,6,YV,Mesa Airlines Inc.,RIC,"Richmond, VA: Richmond International",11,2,2,0,0,0,0,0,0,84,84,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20,2,2,0,0,0,0,0,0,102,102,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",16,1,1,0,0,0,0,0,0,76,76,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",107,31,12.4,0.98,9.89,0,7.73,4,0,1659,543,337,279,0,500
2024,6,YV,Mesa Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",146,31,14.69,0.97,2.14,0,13.19,0,0,4603,1428,185,91,0,2899
2024,6,YV,Mesa Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",115,35,9.9,0.87,6.8,0,17.43,2,0,3031,1079,97,319,0,1536
2024,6,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",27,7,3.1,0.47,1.7,0,1.72,2,0,369,142,63,33,0,131
2024,6,YV,Mesa Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",29,4,0,1,1.01,0,1.99,0,0,224,0,28,28,0,168
2024,6,YV,Mesa Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",12,5,2.13,0,1.84,0,1.03,0,0,250,116,0,83,0,51
2024,6,YV,Mesa Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",103,33,12.02,1.25,2.13,0,17.6,3,0,4007,1306,355,130,0,2216
2024,6,YV,Mesa Airlines Inc.,TUS,"Tucson, AZ: Tucson International",58,15,7.42,1,2.19,0,4.39,1,0,1038,208,234,68,0,528
2024,6,YV,Mesa Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YV,Mesa Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",42,14,6.77,0.84,0.46,0,5.94,0,0,2274,820,132,55,0,1267
2024,6,YX,Republic Airline,ACK,"Nantucket, MA: Nantucket Memorial",132,31,12.44,1.38,12.19,0,4.99,1,3,2113,1038,93,653,0,329
2024,6,YX,Republic Airline,ALB,"Albany, NY: Albany International",33,2,1.79,0,0.08,0,0.13,1,0,62,57,0,2,0,3
2024,6,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61,5,1.08,0.9,1.44,0,1.58,0,0,418,63,183,105,0,67
2024,6,YX,Republic Airline,AVL,"Asheville, NC: Asheville Regional",91,13,3.99,0,5.67,0,3.34,7,1,680,261,0,225,0,194
2024,6,YX,Republic Airline,BDL,"Hartford, CT: Bradley International",4,2,1,0,0,0,1,0,0,80,52,0,0,0,28
2024,6,YX,Republic Airline,BGR,"Bangor, ME: Bangor International",96,22,4.69,1.53,9.37,0,6.41,6,1,1359,322,368,382,0,287
2024,6,YX,Republic Airline,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",459,54,20.73,1.33,22.71,0,9.22,7,1,3251,1563,325,830,0,533
2024,6,YX,Republic Airline,BOS,"Boston, MA: Logan International",2320,379,93.76,18.69,205.99,0.2,60.35,51,5,28415,7467,2660,13648,17,4623
2024,6,YX,Republic Airline,BTV,"Burlington, VT: Burlington International",125,17,6.19,1.84,4.13,0,4.84,0,0,1514,364,580,315,0,255
2024,6,YX,Republic Airline,BUF,"Buffalo, NY: Buffalo Niagara International",253,48,15.01,0.77,16.5,0,15.73,14,0,3641,1297,309,757,0,1278
2024,6,YX,Republic Airline,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",86,15,6.74,0,4.96,0,3.3,1,0,648,333,0,202,0,113
2024,6,YX,Republic Airline,CAE,"Columbia, SC: Columbia Metropolitan",25,1,0.81,0,0.19,0,0,0,0,26,21,0,5,0,0
2024,6,YX,Republic Airline,CHO,"Charlottesville, VA: Charlottesville Albemarle",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YX,Republic Airline,CHS,"Charleston, SC: Charleston AFB/International",162,11,3.1,0,3.26,0,4.64,7,0,563,204,0,134,0,225
2024,6,YX,Republic Airline,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",22,2,1.02,0,0.05,0,0.93,0,0,277,35,0,13,0,229
2024,6,YX,Republic Airline,CLE,"Cleveland, OH: Cleveland-Hopkins International",363,68,20.28,0.8,24.29,0,22.63,9,1,4757,1041,105,1469,0,2142
2024,6,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",239,40,10.93,0.51,20,0,8.56,3,1,2975,776,77,1399,0,723
2024,6,YX,Republic Airline,CMH,"Columbus, OH: John Glenn Columbus International",897,133,45.05,4.81,37.79,0,45.35,23,0,13196,4665,2454,1966,0,4111
2024,6,YX,Republic Airline,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",457,66,18.02,1.37,24.3,0,22.32,10,0,4692,1029,160,938,0,2565
2024,6,YX,Republic Airline,DAY,"Dayton, OH: James M Cox/Dayton International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2108,336,78.71,9.54,151.13,0.65,95.97,32,3,20440,6645,792,6247,22,6734
2024,6,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YX,Republic Airline,DLH,"Duluth, MN: Duluth International",8,1,0,0,0.5,0,0.5,0,0,16,0,0,8,0,8
2024,6,YX,Republic Airline,DSM,"Des Moines, IA: Des Moines International",82,24,5.5,0.96,8.94,0,8.6,1,1,1708,437,232,369,0,670
2024,6,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",467,85,28.77,6.79,33.21,0,16.23,12,2,6176,1985,838,1912,0,1441
2024,6,YX,Republic Airline,ECP,"Panama City, FL: Northwest Florida Beaches International",9,8,0.99,0,6.24,0,0.77,0,0,382,103,0,225,0,54
2024,6,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",2103,342,57.58,25.73,216.19,0,42.5,127,8,40231,8215,9686,15786,0,6544
2024,6,YX,Republic Airline,EYW,"Key West, FL: Key West International",36,6,0.29,0,4.43,0,1.28,0,0,214,13,0,81,0,120
2024,6,YX,Republic Airline,GRB,"Green Bay, WI: Green Bay Austin Straubel International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YX,Republic Airline,GRR,"Grand Rapids, MI: Gerald R. Ford International",165,30,11.65,0.64,12.88,0,4.82,7,0,1792,766,158,502,0,366
2024,6,YX,Republic Airline,GSO,"Greensboro/High Point, NC: Piedmont Triad International",139,22,6.14,1.18,7.31,0,7.37,11,0,1254,293,69,238,0,654
2024,6,YX,Republic Airline,GSP,"Greer, SC: Greenville-Spartanburg International",199,25,5.1,0,8.71,0,11.19,11,1,1474,234,0,402,0,838
2024,6,YX,Republic Airline,HHH,"Hilton Head, SC: Hilton Head Airport",109,14,4.3,0,6.14,0,3.56,2,0,594,215,0,232,0,147
2024,6,YX,Republic Airline,HYA,"Hyannis, MA: Cape Cod Gateway",35,5,1,0,1.64,0,2.36,0,2,183,15,0,64,0,104
2024,6,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",673,64,20.68,4.4,16.84,0,22.09,10,0,4093,1260,383,620,0,1830
2024,6,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",3,2,1.5,0,0.5,0,0,0,0,230,207,0,23,0,0
2024,6,YX,Republic Airline,ILM,"Wilmington, NC: Wilmington International",117,16,4.34,0.21,6.87,0,4.58,5,0,862,264,23,403,0,172
2024,6,YX,Republic Airline,IND,"Indianapolis, IN: Indianapolis International",1010,159,62.86,4.83,37.72,0,53.59,25,0,13277,4782,847,1772,0,5876
2024,6,YX,Republic Airline,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",,,,,,,,,,,,,,,
2024,6,YX,Republic Airline,JAX,"Jacksonville, FL: Jacksonville International",129,18,7.42,0.82,4.45,0,5.31,4,0,2293,654,768,308,0,563
2024,6,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1416,256,61.38,14.98,134.09,0.93,44.61,79,4,16857,3662,1658,7670,91,3776
2024,6,YX,Republic Airline,LEX,"Lexington, KY: Blue Grass",70,14,6.67,1.47,4.6,0,1.26,1,0,947,545,139,211,0,52
2024,6,YX,Republic Airline,LGA,"New York, NY: LaGuardia",3459,580,139.26,39.08,264.73,0.25,136.68,127,7,57830,14236,11290,19380,4,12920
2024,6,YX,Republic Airline,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",34,7,0.59,0.68,2.51,0,3.22,0,1,818,66,59,204,0,489
2024,6,YX,Republic Airline,MCI,"Kansas City, MO: Kansas City International",133,17,2.1,1.93,10.01,0,2.96,1,0,817,126,208,384,0,99
2024,6,YX,Republic Airline,MEM,"Memphis, TN: Memphis International",247,49,10.57,0.9,16.43,0,21.11,6,1,3075,510,142,907,0,1516
2024,6,YX,Republic Airline,MIA,"Miami, FL: Miami International",28,5,1.7,1,1.13,0,1.17,0,0,401,176,185,19,0,21
2024,6,YX,Republic Airline,MKE,"Milwaukee, WI: General Mitchell International",205,33,13.17,1.11,10.54,0,8.18,10,0,2433,838,82,526,0,987
2024,6,YX,Republic Airline,MSN,"Madison, WI: Dane County Regional-Truax Field",97,16,5.61,0.91,4.75,0,4.72,4,0,1233,407,170,384,0,272
2024,6,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",57,17,5.8,0,9.17,0,2.03,0,0,625,286,0,239,0,100
2024,6,YX,Republic Airline,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",40,5,0.9,0,2.56,0,1.54,0,0,165,61,0,73,0,31
2024,6,YX,Republic Airline,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",122,11,2.85,0.83,4.49,0,2.82,4,2,446,112,20,161,0,153
2024,6,YX,Republic Airline,MYR,"Myrtle Beach, SC: Myrtle Beach International",47,6,1.11,1.84,1.16,0,1.89,1,0,892,476,284,57,0,75
2024,6,YX,Republic Airline,OKC,"Oklahoma City, OK: Will Rogers World",58,4,1.12,0.14,1.95,0,0.78,5,0,185,26,16,72,0,71
2024,6,YX,Republic Airline,OMA,"Omaha, NE: Eppley Airfield",75,13,2.8,1.42,4.05,0,4.72,1,2,970,114,208,267,0,381
2024,6,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",928,146,35.15,8.36,67.51,0.13,34.85,14,3,11745,2540,1591,4402,3,3209
2024,6,YX,Republic Airline,ORF,"Norfolk, VA: Norfolk International",222,38,4.82,0.15,13.46,0,19.57,13,0,2782,544,14,716,0,1508
2024,6,YX,Republic Airline,ORH,"Worcester, MA: Worcester Regional",30,1,0.93,0,0.07,0,0,0,0,41,38,0,3,0,0
2024,6,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",800,94,20.59,3.69,34.73,0,35,21,0,4605,981,212,1530,0,1882
2024,6,YX,Republic Airline,PIT,"Pittsburgh, PA: Pittsburgh International",710,108,27.63,2.88,36.55,0.08,40.85,23,0,8482,1547,349,2378,5,4203
2024,6,YX,Republic Airline,PNS,"Pensacola, FL: Pensacola International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,YX,Republic Airline,PVD,"Providence, RI: Rhode Island Tf Green International",76,6,1.16,0.95,2.23,0,1.66,0,0,297,62,40,69,0,126
2024,6,YX,Republic Airline,PWM,"Portland, ME: Portland International Jetport",460,79,29.32,2.6,21.12,0,25.97,18,4,5384,2239,360,889,0,1896
2024,6,YX,Republic Airline,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",429,57,12.83,1.47,22.11,0,20.59,13,1,2702,433,189,728,0,1352
2024,6,YX,Republic Airline,RIC,"Richmond, VA: Richmond International",223,28,10.5,0.88,9.25,0,7.37,9,1,1989,975,89,467,0,458
2024,6,YX,Republic Airline,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",25,5,1.02,0,3.8,0,0.18,1,0,209,44,0,152,0,13
2024,6,YX,Republic Airline,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",60,4,2,0,1,0,1,1,0,118,60,0,20,0,38
2024,6,YX,Republic Airline,SAV,"Savannah, GA: Savannah/Hilton Head International",37,3,1.86,0,1.14,0,0,0,0,267,219,0,48,0,0
2024,6,YX,Republic Airline,SDF,"Louisville, KY: Louisville Muhammad Ali International",579,98,35.69,4.67,30.44,0,27.2,13,1,9747,2779,1772,1405,0,3791
2024,6,YX,Republic Airline,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",4,1,0,0,1,0,0,0,0,19,0,0,19,0,0
2024,6,YX,Republic Airline,STL,"St. Louis, MO: St Louis Lambert International",213,27,10.78,1.46,7.78,0,6.97,6,0,2136,725,332,402,0,677
2024,6,YX,Republic Airline,SYR,"Syracuse, NY: Syracuse Hancock International",130,18,2.52,0,5.26,0,10.22,5,0,1191,113,0,233,0,845
2024,6,YX,Republic Airline,TUL,"Tulsa, OK: Tulsa International",56,11,2.26,0.81,4.05,0,3.88,3,0,699,76,218,154,0,251
2024,6,YX,Republic Airline,TVC,"Traverse City, MI: Cherry Capital",85,12,3.99,0.25,5.35,0,2.4,0,0,514,147,29,223,0,115
2024,6,YX,Republic Airline,TYS,"Knoxville, TN: McGhee Tyson",27,3,0.81,0,2.19,0,0,0,0,79,25,0,54,0,0
2024,6,YX,Republic Airline,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",25,1,0,0,1,0,0,0,0,27,0,0,27,0,0
2024,6,YX,Republic Airline,XNA,"Fayetteville, AR: Northwest Arkansas National",56,8,2.25,0,4.7,0,1.05,3,0,396,102,0,242,0,52
2024,6,ZW,Air Wisconsin Airlines Corp,ALO,"Waterloo, IA: Waterloo Regional",55,13,2.5,1.65,2.85,0,6,1,0,682,104,40,123,0,415
2024,6,ZW,Air Wisconsin Airlines Corp,ATW,"Appleton, WI: Appleton International",112,46,10.22,2.23,16.29,0,17.26,1,0,4050,765,246,717,0,2322
2024,6,ZW,Air Wisconsin Airlines Corp,AVL,"Asheville, NC: Asheville Regional",26,9,0,0,6.01,0,2.99,1,0,759,0,0,192,0,567
2024,6,ZW,Air Wisconsin Airlines Corp,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",4,1,0.09,0,0.8,0,0.11,0,0,35,3,0,28,0,4
2024,6,ZW,Air Wisconsin Airlines Corp,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",90,33,7.62,1.8,4.9,0,18.68,2,0,3334,910,658,369,0,1397
2024,6,ZW,Air Wisconsin Airlines Corp,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",52,15,5.06,1,2.23,0,6.71,0,0,1250,485,103,66,0,596
2024,6,ZW,Air Wisconsin Airlines Corp,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",64,20,5.83,1.25,2.08,0,10.84,0,0,3256,488,743,132,0,1893
2024,6,ZW,Air Wisconsin Airlines Corp,CAE,"Columbia, SC: Columbia Metropolitan",90,27,7.4,0.08,5.72,0,13.8,2,1,3656,592,2,309,0,2753
2024,6,ZW,Air Wisconsin Airlines Corp,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",38,17,5.1,0.02,4.04,0,7.84,0,0,702,226,1,169,0,306
2024,6,ZW,Air Wisconsin Airlines Corp,CLE,"Cleveland, OH: Cleveland-Hopkins International",38,6,1.71,0,2.02,0,2.27,0,0,623,136,0,152,0,335
2024,6,ZW,Air Wisconsin Airlines Corp,CMH,"Columbus, OH: John Glenn Columbus International",56,11,1.34,1.12,2.3,0,6.24,0,0,686,47,131,87,0,421
2024,6,ZW,Air Wisconsin Airlines Corp,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",8,3,1.14,0,1,0,0.86,0,0,103,47,0,24,0,32
2024,6,ZW,Air Wisconsin Airlines Corp,COU,"Columbia, MO: Columbia Regional",30,6,1.64,0,1.57,0,2.79,1,0,362,82,0,66,0,214
2024,6,ZW,Air Wisconsin Airlines Corp,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",34,6,1.65,0.37,0.23,0,3.75,0,0,572,73,80,50,0,369
2024,6,ZW,Air Wisconsin Airlines Corp,CWA,"Mosinee, WI: Central Wisconsin",90,31,9.11,2.18,8.21,0.1,11.4,2,0,2733,543,717,437,5,1031
2024,6,ZW,Air Wisconsin Airlines Corp,DAY,"Dayton, OH: James M Cox/Dayton International",120,39,10.63,2.93,7.49,0,17.95,2,0,4246,995,412,526,0,2313
2024,6,ZW,Air Wisconsin Airlines Corp,DSM,"Des Moines, IA: Des Moines International",30,5,1,0,0.06,0,3.94,0,0,845,19,0,9,0,817
2024,6,ZW,Air Wisconsin Airlines Corp,DTW,"Detroit, MI: Detroit Metro Wayne County",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,ZW,Air Wisconsin Airlines Corp,FAR,"Fargo, ND: Hector International",30,14,6.06,0.13,4.71,0,3.1,0,0,775,421,4,137,0,213
2024,6,ZW,Air Wisconsin Airlines Corp,FNT,"Flint, MI: Bishop International",56,24,5.75,1.09,7.12,0,10.04,0,0,2313,480,611,231,0,991
2024,6,ZW,Air Wisconsin Airlines Corp,FSD,"Sioux Falls, SD: Joe Foss Field",78,29,3.65,1.72,12.35,0.11,11.18,3,0,2464,245,662,419,11,1127
2024,6,ZW,Air Wisconsin Airlines Corp,FWA,"Fort Wayne, IN: Fort Wayne International",83,25,4.12,1.39,8.43,0,11.07,2,0,1714,388,98,301,0,927
2024,6,ZW,Air Wisconsin Airlines Corp,GRB,"Green Bay, WI: Green Bay Austin Straubel International",64,16,5.07,0.19,3.17,0,7.57,0,1,1746,845,36,150,0,715
2024,6,ZW,Air Wisconsin Airlines Corp,GRR,"Grand Rapids, MI: Gerald R. Ford International",46,14,3.92,0,3.63,0,6.45,0,0,2206,364,0,355,0,1487
2024,6,ZW,Air Wisconsin Airlines Corp,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",4,1,0.04,0,0,0,0.96,0,0,144,6,0,0,0,138
2024,6,ZW,Air Wisconsin Airlines Corp,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",34,11,2.99,0,5.24,0,2.77,1,0,508,105,0,136,0,267
2024,6,ZW,Air Wisconsin Airlines Corp,IND,"Indianapolis, IN: Indianapolis International",4,1,0.06,0,0,0,0.94,0,0,133,8,0,0,0,125
2024,6,ZW,Air Wisconsin Airlines Corp,LAN,"Lansing, MI: Capital Region International",90,24,3.93,1.08,6.03,0,12.96,0,0,1938,535,44,317,0,1042
